,Filename,Mean Pr,STDev Pr,TransDispersivity,Flowrate,MajorAnisotropy,MinAnisotropy,Porosity,OveralRate,AveragePorosity,PV E-1,br E-1,targetC E-1,t E-1,PV E-2,br E-2,targetC E-2,t E-2,PV E-3,br E-3,targetC E-3,t E-3
140,out-flow1-0.005/17576-11232-50-20@6,17576,11232,0.005,1,50,20,0.35,-2.17E-19,35,0.552792857,1.00E-05,1.00E-05,1.28985,0.761780203,1.00E-06,1.00E-06,1.77748714,0.908568369,1.00E-07,1.00E-07,2.11999286
141,out-flow1-0.005/17576-11232-50-20@7,17576,11232,0.005,1,50,20,0.35,-2.17E-19,35,0.590197959,1.00E-05,1.00E-05,1.37712857,0.711394899,1.01E-06,1.00E-06,1.65992143,0.787141839,1.00E-07,1.00E-07,1.83666429
142,out-flow1-0.005/17576-11232-50-20@8,17576,11232,0.005,1,50,20,0.35,-2.17E-19,35,0.548052244,1.00E-05,1.00E-05,1.27878857,0.643841631,1.00E-06,1.00E-06,1.50229714,0.718591226,1.00E-07,1.00E-07,1.67671286
143,out-flow1-0.005/17576-11232-50-20@9,17576,11232,0.005,1,50,20,0.35,-2.17E-19,35,0.607830613,1.00E-05,1.00E-05,1.41827143,0.789623267,1.00E-06,1.00E-06,1.84245429,0.896177756,1.00E-07,1.00E-07,2.09108143
144,out-flow1-0.005/17576-11232-50-50@1,17576,11232,0.005,1,50,50,0.35,-2.17E-19,35,0.540031226,1.00E-05,1.00E-05,1.26007286,0.67591653,1.01E-06,1.00E-06,1.57713857,0.76018041,9.94E-08,1.00E-07,1.77375429
145,out-flow1-0.005/17576-11232-50-50@10,17576,11232,0.005,1,50,50,0.35,-2.17E-19,35,0.586772447,1.00E-05,1.00E-05,1.36913571,0.680844489,1.00E-06,1.00E-06,1.58863714,0.743372447,9.95E-08,1.00E-07,1.73453571
146,out-flow1-0.005/17576-11232-50-50@2,17576,11232,0.005,1,50,50,0.35,-2.17E-19,35,0.548414083,1.01E-05,1.00E-05,1.27963286,0.662227346,9.99E-07,1.00E-06,1.54519714,0.736888774,1.01E-07,1.00E-07,1.71940714
147,out-flow1-0.005/17576-11232-50-50@3,17576,11232,0.005,1,50,50,0.35,-2.17E-19,35,0.523561226,9.97E-06,1.00E-05,1.22164286,0.651704696,1.00E-06,1.00E-06,1.52064429,0.74149347,1.01E-07,1.00E-07,1.73015143
148,out-flow1-0.005/17576-11232-50-50@4,17576,11232,0.005,1,50,50,0.35,-2.17E-19,35,0.543921429,9.98E-06,1.00E-05,1.26915,0.652415511,9.96E-07,1.00E-06,1.52230286,0.745864899,1.01E-07,1.00E-07,1.74035143
149,out-flow1-0.005/17576-11232-50-50@5,17576,11232,0.005,1,50,50,0.35,-2.17E-19,35,0.531595101,1.00E-05,1.00E-05,1.24038857,0.658458369,9.97E-07,1.00E-06,1.53640286,0.728553673,1.01E-07,1.00E-07,1.69995857
150,out-flow1-0.005/17576-11232-50-50@6,17576,11232,0.005,1,50,50,0.35,-2.17E-19,35,0.546191631,1.00E-05,1.00E-05,1.27444714,0.739853267,9.99E-07,1.00E-06,1.72632429,0.834579184,1.01E-07,1.00E-07,1.94735143
151,out-flow1-0.005/17576-11232-50-50@7,17576,11232,0.005,1,50,50,0.35,-2.17E-19,35,0.54958041,1.00E-05,1.00E-05,1.28235429,0.638482041,9.96E-07,1.00E-06,1.48979143,0.710948571,1.00E-07,1.00E-07,1.65888
152,out-flow1-0.005/17576-11232-50-50@8,17576,11232,0.005,1,50,50,0.35,-2.17E-19,35,0.555263267,9.97E-06,1.00E-05,1.29561429,0.63815694,1.01E-06,1.00E-06,1.48903286,0.71200653,9.94E-08,1.00E-07,1.66134857
153,out-flow1-0.005/17576-11232-50-50@9,17576,11232,0.005,1,50,50,0.35,-2.17E-19,35,0.556054899,9.99E-06,1.00E-05,1.29746143,0.714278571,1.00E-06,1.00E-06,1.66665,0.818415917,9.99E-08,1.00E-07,1.90963714
